raw_name,team_id,display_name
Next Level Soccer Southeast 2016 Boys Black,ca938fe7d0b7,Next Level Soccer Southeast 2016 Boys Black
Mellindo FC 2015 A,f96b72a2c20a,Mellindo FC 2015 A
FC Deportivo AZ 2014B (Gallegos),3ecf8dc0f3eb,FC Deportivo AZ 2014B (Gallegos)
Las Vegas Sports Academy U11 Boys Black 2014,7e0154e405f4,Las Vegas Sports Academy U11 Boys Black 2014
NMSA 2015 Boys,9704a8dc633a,NMSA 2015 Boys
14B Engilman,e2399397aeb3,14B Engilman
2014 Boys Yellow,dade010e6930,2014 Boys Yellow
Corona B15 Aguirre,df3617f40d1a,Corona B15 Aguirre
2015B Locomotive EPPL Gallegos,9e616c467ff8,2015B Locomotive EPPL Gallegos
16B KChacon,a029d7b4bb38,16B KChacon
Real Arizona 2014,6f82e302022d,Real Arizona 2014
CCV STARS 14 Boys EAV,78da735473c6,CCV STARS 14 Boys EAV
RSL-AZ Yuma 14 Boys Quinonez,1f883f0684a7,RSL-AZ Yuma 14 Boys Quinonez
PRFC West Valley 14B Pre-Academy,83cd28bcc77d,PRFC West Valley 14B Pre-Academy
14B Castro Rueda,cd478e885521,14B Castro Rueda
CCV STARS 14 Boys White PEO,2d649576de14,CCV STARS 14 Boys White PEO
PRFC Scottsdale 14B Predator,acb8d01956d5,PRFC Scottsdale 14B Predator
Madison FC 2015 Boys Gold,256479046916,Madison FC 2015 Boys Gold
Phoenix Premier FC 14B White,589caf044939,Phoenix Premier FC 14B White
PRFC Southeast Valley 14B Pre-Academy,c635772a3ad7,PRFC Southeast Valley 14B Pre-Academy
Next Level Soccer Northwest 2015 Girls,2312a618739a,Next Level Soccer Northwest 2015 Girls
CCV STARS 15 Boys Navy PEO,df3b0ca8aa75,CCV STARS 15 Boys Navy PEO
AZEV B2014 (WHITE),26fb294aa673,AZEV B2014 (WHITE)
AZSC 2014B Azanger- Indoor Only,fe333b0e128b,AZSC 2014B Azanger- Indoor Only
15 Pre-MLS Next Tier #2,4d4bd49aef75,15 Pre-MLS Next Tier #2
15G Pre-ECNL Jeffers Royals,3b613cccd222,15G Pre-ECNL Jeffers Royals
2015B Locomotive EPPL J. Romero-LC,4e9c4e022378,2015B Locomotive EPPL J. Romero-LC
AZ Arsenal 16 Boys Teal DB,7a2bff1a0d80,AZ Arsenal 16 Boys Teal DB
PRFC North Valley 15B Copa,fa36c6ff8ab3,PRFC North Valley 15B Copa
PRFC Desert Foothills 14B Predator,db21f85e0db3,PRFC Desert Foothills 14B Predator
FC ARIZONA 14 GFC VELAZCO,d1f222b9f9d4,FC ARIZONA 14 GFC VELAZCO
EXCEL25WU11B1Lee,761aedf2d4b2,EXCEL25WU11B1Lee
2016 Boys (Pena),e9d61d4bdd95,2016 Boys (Pena)
PRFC Southeast Valley 14B Predator,0dea047984fa,PRFC Southeast Valley 14B Predator
Madison FC 14 Blue Boys,c73a16b64b34,Madison FC 14 Blue Boys
State 48 FC 15 Black,9403b864434d,State 48 FC 15 Black
State 48 FC 14 White,51bc3abe4cc3,State 48 FC 14 White
CCV STARS 14 Boys Navy SUR,1c12892a381b,CCV STARS 14 Boys Navy SUR
AZ Arsenal 14 Boys Teal 2 SC,1462dfd5a210,AZ Arsenal 14 Boys Teal 2 SC
14B Al,8442352aa3d0,14B Al
Atletico Tuzos Mesa 2014,c05c854ec747,Atletico Tuzos Mesa 2014
FC Elite Arizona 2014 Boys,cbcfc87ca844,FC Elite Arizona 2014 Boys
Excel Soccer Academy 14 Black,33a7fa8a7ca5,Excel Soccer Academy 14 Black
Hustle Hard 2014- Boys,616499ad9486,Hustle Hard 2014- Boys
FSC United 14 Boys,d18209c7ce2b,FSC United 14 Boys
PSG 14B Blue,b7e97f0ea096,PSG 14B Blue
14 Boys Navy,8571c9075aae,14 Boys Navy
Monsters 2014,42cf5a2ef7d4,Monsters 2014
PRFC West Valley 14B Predator,79df5b8aa641,PRFC West Valley 14B Predator
AZ Thundercats 2014,77e90e5d29d2,AZ Thundercats 2014
2014 Boys Blue,ccc5662803d4,2014 Boys Blue
East Valley NSFC 14 Boys Tiggs,2f127addbccb,East Valley NSFC 14 Boys Tiggs
Next Level Soccer Southeast 2014 Boys Green,418e1c9e12fe,Next Level Soccer Southeast 2014 Boys Green
15B Sanchez,e72972481ceb,15B Sanchez
15B Vyas,c1ccced7f884,15B Vyas
14B Blue #1,bb1c9cbb8ff4,14B Blue #1
15B Blue West #1,9dc3e7b270d3,15B Blue West #1
Argentina 14b,e281743c1db4,Argentina 14b
329 Rangers 14B,c162bed735f6,329 Rangers 14B
14B Blue #2,652e4e544468,14B Blue #2
2014B Felix Nogales,d37bd595a425,2014B Felix Nogales
14B Hermanson 2,c3a88da9ffa8,14B Hermanson 2
14B Moore,bb388eebf129,14B Moore
RSLAZ Southern Rayados Az 2015 Blue,7322cb829e26,RSLAZ Southern Rayados Az 2015 Blue
B15 Premier NK,1435b924b979,B15 Premier NK
2016B Locomotive EPPL Valcarcel-LC,5a1f04f57f72,2016B Locomotive EPPL Valcarcel-LC
AZSC 15B White,0aaa11a002e6,AZSC 15B White
CCV STARS 15 Boys LAV,c62b2f0972a9,CCV STARS 15 Boys LAV
Madison FC 2015 Boys Blue,c2ade777e7a2,Madison FC 2015 Boys Blue
Desert xolos,ef541b0003dc,Desert xolos
PRFC West Valley 15B Copa,31c5813020cc,PRFC West Valley 15B Copa
Synergy FC 15/16B,bcc1003b7940,Synergy FC 15/16B
State 48 FC Verrado 15/16 Black,b6c5d98bca20,State 48 FC Verrado 15/16 Black
Legends FC AZ 16B FC,9fb6ae937022,Legends FC AZ 16B FC
16B Midhaan,554a83f734e4,16B Midhaan
Sun Warriors 15/16 Boys Sixtos,647c5e261668,Sun Warriors 15/16 Boys Sixtos
Phoenix Premier FC 15B CG,3794284fb470,Phoenix Premier FC 15B CG
FC Arizona 15B Black GFC Cuevas U11,3c738e508624,FC Arizona 15B Black GFC Cuevas U11
14B E64 #2,34471ab8e5d0,14B E64 #2
NOS Santos 14 Boys White,b3bd742952b1,NOS Santos 14 Boys White
CCV STARS 15 Boys White PEO,f0d6fe01d989,CCV STARS 15 Boys White PEO
Kingman SC B14 McGill,761dc181c82c,Kingman SC B14 McGill
East Valley NSFC 15 Boys Klein,7b1a9386f1b0,East Valley NSFC 15 Boys Klein
BRAZAS FC 2015 Boys White,955bf127c3df,BRAZAS FC 2015 Boys White
FCDA 14B Academy,0518ac2361f0,FCDA 14B Academy
Pima Surf Academy Boys 14,51347f95ae36,Pima Surf Academy Boys 14
State 48 FC Verrado 15 White,b5dbbe86a501,State 48 FC Verrado 15 White
CDO 16B Premier,ebb7e32ecd18,CDO 16B Premier
CAC 14/15B (Conroy),f0d553b24db7,CAC 14/15B (Conroy)
Milan,ef5b7143c899,Milan
Empire 15B,d38881df162b,Empire 15B
15B Garza/Bernal-3,e71be2bb0d76,15B Garza/Bernal-3
RSLAZ Southern 15B Rayados White,431fb4449fb8,RSLAZ Southern 15B Rayados White
15B Blue East #1,e134c6289c6d,15B Blue East #1
RSLAZ Southern 15B Rayados Blue,208079ed8465,RSLAZ Southern 15B Rayados Blue
Tuzos Titanes 2014,e2d39eb90748,Tuzos Titanes 2014
AZ Arsenal 14 Boys Teal SC,21a7af7a53d3,AZ Arsenal 14 Boys Teal SC
AZ Arsenal 14 Boys Teal MC,492541b5cbbc,AZ Arsenal 14 Boys Teal MC
ALBION SC San Diego B15 academy IIII,dbab180b8363,ALBION SC San Diego B15 academy IIII
Alianza 2014 B black,526e11a4a4f9,Alianza 2014 B black
15B Tesensky,3af227505c12,15B Tesensky
AZ Arsenal 15 Boys Teal 2 BD,47695fd3564d,AZ Arsenal 15 Boys Teal 2 BD
15B Becerra,1c2a724d32b5,15B Becerra
15B Blue Bennett,d42ba2debd4f,15B Blue Bennett
15B Blue Arviso #2,f301f8da791a,15B Blue Arviso #2
City SC Central Valley AV-B2015,72dca770d394,City SC Central Valley AV-B2015
B2016 WH - Blue,bad80d0ff377,B2016 WH - Blue
BRAZAS FC 2015 Boys Black Pacifico,81bc323ad5e9,BRAZAS FC 2015 Boys Black Pacifico
Fallbrook Villa FC B2015 Blue,bafdc721c2fb,Fallbrook Villa FC B2015 Blue
2015B Locomotive EPPL Collopy,90ed331e3c49,2015B Locomotive EPPL Collopy
24/25 U10B Thunderbirds,7563f1132ee7,24/25 U10B Thunderbirds
CCV STARS 15 Boys Orange EAV,b47b6cfc2381,CCV STARS 15 Boys Orange EAV
15B Blue Montoya #2,99914e77e4ed,15B Blue Montoya #2
Blythe FC,a73f6af61b2b,Blythe FC
Next Level Soccer Northwest 2015 Girls Black,2f70e5324275,Next Level Soccer Northwest 2015 Girls Black
BVB IA LV 2015 Black,378e3c8fb23e,BVB IA LV 2015 Black
BVB International Academy - BVB15 - Black,bbd2f7b9a74b,BVB International Academy - BVB15 - Black
Prime FC 2015 Boys,6db04f4b138c,Prime FC 2015 Boys
16B Bernal,97228e4dde49,16B Bernal
Pima Surf Academy Boys 15/16,5a28d5ac06c8,Pima Surf Academy Boys 15/16
Douglas Cobras,19f15d875115,Douglas Cobras
CDO 15B Alliance,bbee79d4d7d5,CDO 15B Alliance
15B Blue 3rd #1,c8f3b7c4266e,15B Blue 3rd #1
2015/16B Valenzuela Nogales,4c0638b28143,2015/16B Valenzuela Nogales
Eliminators 2015 Yellow,43c516c860e7,Eliminators 2015 Yellow
PRFC North Valley 16B Predator,d36b7a9e4d2b,PRFC North Valley 16B Predator
Jaguares FC 2015,178b627423c7,Jaguares FC 2015
B15 Pre Academy,146e2c8f8094,B15 Pre Academy
CITY SC SW B16 Pre MLS MUR,2c455aa5dc77,CITY SC SW B16 Pre MLS MUR
B16 Elite,a5c148c31956,B16 Elite
Albion SC B15 Academy I,c5dc80877bc6,Albion SC B15 Academy I
B15 FC,64d560af4b5e,B15 FC
FCGS Force B2015 Black,048933fca81a,FCGS Force B2015 Black
15/16 Coed Lange,552a20453010,15/16 Coed Lange
Next Level Soccer Southeast 2016 Boys Blue,88e829cb2ca0,Next Level Soccer Southeast 2016 Boys Blue
Phoenix Premier FC 15B SW,9ddbe87543d9,Phoenix Premier FC 15B SW
LAFC 15 BOYS,3e78a87cd8ae,LAFC 15 BOYS
Phoenix United 17 Elite,7b78c33ed19a,Phoenix United 17 Elite
Kingman SC 2015-Gonzalez,677252483729,Kingman SC 2015-Gonzalez
Excel Soccer Academy 16 Red,3fc3a877c3c3,Excel Soccer Academy 16 Red
FC Elite Arizona 2015 Boys,e45756a66855,FC Elite Arizona 2015 Boys
CCV STARS 15 Boys Navy EAV,bcb857df5f30,CCV STARS 15 Boys Navy EAV
CCV STARS 14 Boys Navy PEO,ab6a4f65d650,CCV STARS 14 Boys Navy PEO
AZVV B2015 (NAVY),852bc5078de2,AZVV B2015 (NAVY)
PRFC Scottsdale 15B Gazelle,b04190489fa5,PRFC Scottsdale 15B Gazelle
Excel Soccer Academy 15B Black,668b59789340,Excel Soccer Academy 15B Black
Madison FC 15 White Boys,0a17b4b583ad,Madison FC 15 White Boys
2015/16 Boys,3e367c6356f5,2015/16 Boys
State 48 FC 16 Black,8d040727ccff,State 48 FC 16 Black
EV-NSFC 15 Boys Smith(3),42dc38b0f257,EV-NSFC 15 Boys Smith(3)
EV-NSFC 15 Boys Clifford(3),88eda9169905,EV-NSFC 15 Boys Clifford(3)
15B Summers,8fdf979bbd49,15B Summers
Rayitos Elite,2929b9a1da6a,Rayitos Elite
Flagstaff SC United 15 Boys,2c0c5af202d0,Flagstaff SC United 15 Boys
2014/15 Boys (Pena),6fd02a52df1c,2014/15 Boys (Pena)
AZSC 16B White,9e314bfd1760,AZSC 16B White
CCV STARS 15 Boys Navy SUR,6cd8d68491f3,CCV STARS 15 Boys Navy SUR
Allen U9/U10,8214916c70a2,Allen U9/U10
2015 Locomotive Gold,a9e5a54e2fbd,2015 Locomotive Gold
PRFC Scottsdale 14B Copa,caac9d387e07,PRFC Scottsdale 14B Copa
EXCEL24FallU9U10B3Klein,f5fc8059ae36,EXCEL24FallU9U10B3Klein
Brighton-Navy,33ac6d516d7e,Brighton-Navy
Arsenal-Forest Green,f18634c736c1,Arsenal-Forest Green
GRP QC U10B T01 Speth Maroon,372212ce435e,GRP QC U10B T01 Speth Maroon
GRP QC U10B T02 Evanson Orange,59a62c850dbb,GRP QC U10B T02 Evanson Orange
LV Heat Surf 15B Select White Henderson,e1dcb6f96425,LV Heat Surf 15B Select White Henderson
LAS VEGAS DIVERSITY FC '15 BOYS WHITE,fc69b60c0b84,LAS VEGAS DIVERSITY FC '15 BOYS WHITE
Nankatsu,264c43a8225d,Nankatsu
17B Albelais,4bce393cd428,17B Albelais
16B Albelais,0bbfbf8ebe15,16B Albelais
16B Blue Arviso #2,7e0fc4709010,16B Blue Arviso #2
16B Barrera,05f7330d3852,16B Barrera
RSLAZ Southern Rayados Az 2015 White,25e7b13ad20c,RSLAZ Southern Rayados Az 2015 White
BRAZAS FC 2015 Boys Gold,ff2ddd481e38,BRAZAS FC 2015 Boys Gold
2016 Boys Blue,9f5881a1f41b,2016 Boys Blue
16B Blue Montoya,238713be0be4,16B Blue Montoya
16B Wagner,827ebf1bed0c,16B Wagner
Deportivo Coras USA 2016 B,f6e0f00ba7bf,Deportivo Coras USA 2016 B
SFC XOLOS ARIZONA 2015B,aa4ed9e7790a,SFC XOLOS ARIZONA 2015B
NSFC 14 Boys Aguirre,b7542b7d4e40,NSFC 14 Boys Aguirre
REAL AZ,a3ed80502bb1,REAL AZ
VR 2015 Boys,11388bfb1f13,VR 2015 Boys
State 48 FC 15 Copper,856384dc11ab,State 48 FC 15 Copper
UAC 15B Academy,3960c82208ab,UAC 15B Academy
Tuzos Royals 2014,16a2d5adfd0b,Tuzos Royals 2014
Tuzos Mesa A,ed092a0aa4e8,Tuzos Mesa A
Tuzos Academy GTA 2016,947f9f2fefd3,Tuzos Academy GTA 2016
Tuzos Legends,5bf6e8d9ff68,Tuzos Legends
Tuzos Academy Mesa 2014,dda2edccc8e5,Tuzos Academy Mesa 2014
TFA-SELA B2015 Red,1d976e61cd2e,TFA-SELA B2015 Red
Real 2015 Boys National,a3b6081e47b3,Real 2015 Boys National
Utah United Academy 2015,270572fbcc43,Utah United Academy 2015
Valencia 2015 Black,9b88fa84e091,Valencia 2015 Black
Sting Attack B15 A Sarmiento Elite,f9de181011cb,Sting Attack B15 A Sarmiento Elite
St. Louis Scott Gallagher MO B 2015 Academy Green,43a352542bab,St. Louis Scott Gallagher MO B 2015 Academy Green
U-11 (2014) Boys Yuma,5aa0b9e68933,U-11 (2014) Boys Yuma
Sting Pre ECNL B15 O Reyes,4fcf3b4532c5,Sting Pre ECNL B15 O Reyes
XF B15 RCL1,f348077f3e4c,XF B15 RCL1
PRFC Southeast Valley 14B Predator-Central,f294a0123e84,PRFC Southeast Valley 14B Predator-Central
Players 15 Boys Junior Elite,58fa4952d351,Players 15 Boys Junior Elite
PRFC Desert Foothills 14B Pre-Academy,f60b3b56d661,PRFC Desert Foothills 14B Pre-Academy
Phoenix Premier FC 14B CG,cbdfe6bb317b,Phoenix Premier FC 14B CG
West Valley 2014 Boys Martinez Pre-Elite64,9dc8c94650a7,West Valley 2014 Boys Martinez Pre-Elite64
So Cal Eagles Boys 2014C,77b99289db2d,So Cal Eagles Boys 2014C
Yellow ,97644261313d,Yellow 
Legends FC AZ 15B FC,5c69a4071d3c,Legends FC AZ 15B FC
Santos 15B,1b2f2ae85809,Santos 15B
U-10 (2015) Boys Pre Academy,df1f941c716b,U-10 (2015) Boys Pre Academy
Vegas United ‘15 Boys Elite,ec425b8847e9,Vegas United ‘15 Boys Elite
West Valley 2015 Boys Valencia Pre-Elite 64,bf58c5c1e63b,West Valley 2015 Boys Valencia Pre-Elite 64
Tuzos Halcones 2014,7f606e418358,Tuzos Halcones 2014
Tuzos Royals 14 Pre-Academy,2165983665d7,Tuzos Royals 14 Pre-Academy
Phoenix United FC 2014 Premier,f4666cc145f8,Phoenix United FC 2014 Premier
U-10 (2015) Boys San Luis Blue,cb52801df60b,U-10 (2015) Boys San Luis Blue
Verde Valley United FC,5d8bc7ebd72b,Verde Valley United FC
Schneider Futsal Academy 2015,7a055324d318,Schneider Futsal Academy 2015
Southeast 2016 Boys Black,4deb3e64b0bb,Southeast 2016 Boys Black
Pre-ECNL RL B15,bf76e905ac94,Pre-ECNL RL B15
Select 14/15B Red,56d097715096,Select 14/15B Red
AZ United Soccer Academy 15B,ac24f8a9c01f,AZ United Soccer Academy 15B
Tuzos 2014 Nava,d98f43840160,Tuzos 2014 Nava
Scottsdale 14 Sandsharks Black,c0cd2be60166,Scottsdale 14 Sandsharks Black
Playmaker Futbol Academy 14B White,1f9a2ce232cb,Playmaker Futbol Academy 14B White
U-10 (2015) Boys San Luis,162679483961,U-10 (2015) Boys San Luis
Tuzos Mesa 2015,ef412c0abc22,Tuzos Mesa 2015
Select 14B,68995fde33e3,Select 14B
Tuzos Royals 14 Academy,2eb40d82fdd3,Tuzos Royals 14 Academy
U-10 (2015) Girls Pre Academy,bf67719d6b86,U-10 (2015) Girls Pre Academy
Players 15 Boys Junior Academy,49c50c6e9912,Players 15 Boys Junior Academy
NM Rapids ROMA 2015,a1ff684916ca,NM Rapids ROMA 2015
FC Sonora 14' B Dynamo,f5f5b75ac7ed,FC Sonora 14' B Dynamo
CDI AlFaEs 2015,66e834730592,CDI AlFaEs 2015
INVICTUS 2015,3ed80aee570d,INVICTUS 2015
Eagles F.C.,f3385f62c4c3,Eagles F.C.
Deportivo Mexico 14B,5996d7ee5626,Deportivo Mexico 14B
MVLA_NV 2015 Boys,141d2246c087,MVLA_NV 2015 Boys
White 2015,248635b15bcf,White 2015
B15 Black,09ecbc7499f2,B15 Black
Daybreak 15B Blue,625278bbdb69,Daybreak 15B Blue
EXCEL24FallU11B2Eggleston,8596bad7e52b,EXCEL24FallU11B2Eggleston
Rayitos 14B2,1ac263f32d68,Rayitos 14B2
ESC - Boys Chandler 15/16,a766f8745249,ESC - Boys Chandler 15/16
Vanguardia Cougars Hermosillo 2015,7a27bdf441ff,Vanguardia Cougars Hermosillo 2015
Club Campestre Juárez U10 Azul,742021be7fea,Club Campestre Juárez U10 Azul
VSC 2014 Boys White,07e6c15f8052,VSC 2014 Boys White
SC Union Cobras El Paso 2015,c5a60c0bc853,SC Union Cobras El Paso 2015
Vegas United ‘15 Boys Academy,12daa28bb7e7,Vegas United ‘15 Boys Academy
South Valley Soccer Club Scorpions,ccb57efa3e03,South Valley Soccer Club Scorpions
WMFC Highlanders 10U Coed (2015-17),098df790d0ed,WMFC Highlanders 10U Coed (2015-17)
EXCEL24FallU9U10B1Overlin,9f571e972fca,EXCEL24FallU9U10B1Overlin
Tuzos CR,16379c8251c4,Tuzos CR
Outlaws 2014B,53b2cb973bd1,Outlaws 2014B
Carlsbad B15 Premier - O’Mahoney,f87ff9f59cc6,Carlsbad B15 Premier - O’Mahoney
B15 Green,529c060de16c,B15 Green
SD Surf Academy Boys 2015 (Ericson),a90b213a0cef,SD Surf Academy Boys 2015 (Ericson)
Union Maricopa 2016 Net Ninjas Selects,c76fc79b123c,Union Maricopa 2016 Net Ninjas Selects
RSLAZ Southern 15B Rayados Red,c2af7dc5e919,RSLAZ Southern 15B Rayados Red
Worldwide Soccer Club B2015,67c11f757026,Worldwide Soccer Club B2015
El Paso Football Club U10 BLUE,a6ec4c761dbd,El Paso Football Club U10 BLUE
Club Inter B U10,a57dbc69959b,Club Inter B U10
La Piedad,29d1f8b7dc05,La Piedad
EV-NSFC 16 Boys Aguirre(1),cf5fcdac6cd7,EV-NSFC 16 Boys Aguirre(1)
Grey B2015,bb9218936501,Grey B2015
Magnifico FC B15P,c45ee1ab85c2,Magnifico FC B15P
TFA-SGV B2015,3b184f4c5576,TFA-SGV B2015
State 48 FC Laveen 15/16 Black,c5433eeb0cbb,State 48 FC Laveen 15/16 Black
WMFC Highlanders 10U Coed (15-17),2b4eeef9099a,WMFC Highlanders 10U Coed (15-17)
NM Rapids Durango 2015/2016 Blaze,63da2ba1fdbb,NM Rapids Durango 2015/2016 Blaze
TYSC U10 Boys Red,e794ed208ff9,TYSC U10 Boys Red
NM Rapids '16B Geckos,e7ea095a9b04,NM Rapids '16B Geckos
Three Lions FA,d81941bb9570,Three Lions FA
RSLAZ Southern Rayados Az 2015 Red,ce1f65cc18c1,RSLAZ Southern Rayados Az 2015 Red
The Big Green,5cedf20a3702,The Big Green
Las Vegas Elite FC B15 Black,4d0339e42dd6,Las Vegas Elite FC B15 Black
Rebels SC IE B15 Randolph,66fded6c3e2b,Rebels SC IE B15 Randolph
Synergy FC 15/16B Chapman,7d02189c2039,Synergy FC 15/16B Chapman
Allen,8e85f258f897,Allen
State 48 FC Verrado 16 Black,6776fd9c2ee4,State 48 FC Verrado 16 Black
ESC 2016,2c415764de1d,ESC 2016
Manchester United-Yellow,26c26fb8759e,Manchester United-Yellow
Newcastle-Green,27051823af62,Newcastle-Green
Manchester City-Neon Yellow,79b531e34b11,Manchester City-Neon Yellow
Tottenham-White,21fb787d2c0a,Tottenham-White
GRP QC U10B T05 Johnson Red,320604e13565,GRP QC U10B T05 Johnson Red
GRP QC U10B T04 Escarcega Navy,901e5cd49945,GRP QC U10B T04 Escarcega Navy
Vegas strong 2015,218ff4dc0918,Vegas strong 2015
VSC 2016 Boys Green,c16a69f9c632,VSC 2016 Boys Green
State 48 FC 17 Black,60dcdf03a651,State 48 FC 17 Black
Phoenix United 2016 Academy,fee9fa6ad448,Phoenix United 2016 Academy
Gila Valley Ninjas,146a780dba3c,Gila Valley Ninjas
Pumas Tucson 14B,04b8198b66b8,Pumas Tucson 14B
