raw_name,team_id,display_name,source
PRFC Southeast Valley 15B Predator-Central,ext_ccd9779b9ef5,PRFC Southeast Valley 15B Predator-Central,external
ALBION SC San Diego B15 academy IIII,ext_475d4b72c7ad,ALBION SC San Diego B15 academy IIII,external
14 ECNL #2,ext_4463a2d0ea5b,14 ECNL #2,external
Club Campestre Juárez U10 Azul,ext_72e9446747a1,Club Campestre Juárez U10 Azul,external
Eastside FC B16 Red,ext_a6cb12fc13c9,Eastside FC B16 Red,external
14B Velasco,ext_abfc48175092,14B Velasco,external
Brazas 2015 Boys White Diego Lopez,ext_636c9ee14722,Brazas 2015 Boys White Diego Lopez,external
15B Blue 3rd #1,ext_949ab3aa2edc,15B Blue 3rd #1,external
B15 Premier NK,ext_34dd1a82fdca,B15 Premier NK,external
FC ARIZONA 14 GFC VELAZCO,ext_541d69648586,FC ARIZONA 14 GFC VELAZCO,external
2015 - Liverpool,ext_f81d6a53bea6,2015 - Liverpool,external
Philadelphia Union Junior Academy 2015,ext_1a34d7cb350a,Philadelphia Union Junior Academy 2015,external
Legends FC AZ 14B Gold,ext_3509ada6646e,Legends FC AZ 14B Gold,external
AZ Arsenal 14 Boys Teal 2 SC,ext_30cc304011d9,AZ Arsenal 14 Boys Teal 2 SC,external
Next Level Soccer Southeast 2014 Boys Red,ext_4458434e2027,Next Level Soccer Southeast 2014 Boys Red,external
Yellow ,ext_71b6244c2a89,Yellow ,external
ALFAES 2014,ext_6062a1476dd9,ALFAES 2014,external
CCV STARS 14 Boys Navy PEO,ext_8dbb602d7b14,CCV STARS 14 Boys Navy PEO,external
Alianza 2014 B black,ext_8e07ced5ca28,Alianza 2014 B black,external
FC Elite Arizona 2014 Boys,ext_2c408e1d5523,FC Elite Arizona 2014 Boys,external
AZ Arsenal 14 Boys Teal CB,ext_940673f36f53,AZ Arsenal 14 Boys Teal CB,external
SFC XOLOS ARIZONA 2015B,ext_dc84e3a69dba,SFC XOLOS ARIZONA 2015B,external
Next Level Soccer Southeast 2015 Boys Red,ext_5bd0ad19e8de,Next Level Soccer Southeast 2015 Boys Red,external
U-10 (2015) Boys San Luis Blue,ext_7a536a9d2b1c,U-10 (2015) Boys San Luis Blue,external
2014B Academy Blue,ext_391fb433c171,2014B Academy Blue,external
Next Level Soccer Northwest 2014 Boys,ext_576de7219fb1,Next Level Soccer Northwest 2014 Boys,external
Vegas United ‘15 Boys Elite,ext_e80cfe0318f3,Vegas United ‘15 Boys Elite,external
Fury FC B2015,ext_c5b1df0ba88a,Fury FC B2015,external
15B Vyas,ext_7638f3d5ba4f,15B Vyas,external
Albion SC Santa Ana B15 Academy,ext_1dab69c01dc9,Albion SC Santa Ana B15 Academy,external
AZ Inferno 15 Boys Black,ext_188d4237fea6,AZ Inferno 15 Boys Black,external
15B Garza/Bernal-3,ext_1cbe9634a1ca,15B Garza/Bernal-3,external
Daybreak 15B Blue,ext_ae39356475b8,Daybreak 15B Blue,external
Brazas FC 2014 Gold Rigo,ext_f6a11b3564e3,Brazas FC 2014 Gold Rigo,external
16B GSA,ext_715a455b604e,16B GSA,external
15B Chacon,ext_ffbd74c970fa,15B Chacon,external
Tuzos Royals 14 Pre-Academy,ext_d7446332f8e1,Tuzos Royals 14 Pre-Academy,external
14B Hermanson 1,ext_549aa46653ee,14B Hermanson 1,external
Argentina 14b,ext_34cb2af3502c,Argentina 14b,external
Excel Soccer Academy 14B Red,ext_ad901c81f09a,Excel Soccer Academy 14B Red,external
VSC 2015 Boys White,ext_29651f70c161,VSC 2015 Boys White,external
South Valley Soccer Club Scorpions,ext_6f9c9801f105,South Valley Soccer Club Scorpions,external
FC ARIZONA 15 PURTELL,ext_1ea4728392e3,FC ARIZONA 15 PURTELL,external
Central 14B Select I,ext_5a188cc2e1cc,Central 14B Select I,external
Northwest United B15 Blk,ext_b9acebaf8a79,Northwest United B15 Blk,external
Mellindo FC 2015 A,ext_34c03840a95e,Mellindo FC 2015 A,external
AZEV B2014 (WHITE),ext_2b8d9d17b6f7,AZEV B2014 (WHITE),external
SC Union Cobras El Paso 2015,ext_3e0c80d64c4d,SC Union Cobras El Paso 2015,external
Next Level Soccer Southeast 2015 Boys Blue,ext_70c974ee9096,Next Level Soccer Southeast 2015 Boys Blue,external
Tuzos Mesa 2015,ext_39880e374e82,Tuzos Mesa 2015,external
Real CO 2015 Boys Sporting,ext_79a01963e94b,Real CO 2015 Boys Sporting,external
Tuzos Royals 2015,ext_1cd6c90bac1e,Tuzos Royals 2015,external
2015 Elite,ext_376e998bba46,2015 Elite,external
Black Mambas,ext_c0cba4584ab7,Black Mambas,external
15B IGerman,ext_fcde358f18d2,15B IGerman,external
EV-NSFC 15 Boys Smith(3),ext_7a44280ec5e9,EV-NSFC 15 Boys Smith(3),external
15B Blue Arviso #1,ext_3184865b77c7,15B Blue Arviso #1,external
PRFC Southeast Valley 15B Predator,ext_124353518db7,PRFC Southeast Valley 15B Predator,external
VSC 2014 Boys White,ext_18e6e723bbad,VSC 2014 Boys White,external
PRFC Desert Foothills 14B Pre-Academy,ext_3490e00cf97a,PRFC Desert Foothills 14B Pre-Academy,external
RSL-AZ Yuma 15 Boys Patino,ext_60953a8a431d,RSL-AZ Yuma 15 Boys Patino,external
Tuzos Legends,ext_fe6d3fbf1eaf,Tuzos Legends,external
Phoenix United 2014 Mendez,ext_c7a96255fb0c,Phoenix United 2014 Mendez,external
AZ Arsenal 15 Boys Teal 2 BD,ext_41ad113b71cf,AZ Arsenal 15 Boys Teal 2 BD,external
BVB IA LV 2015 Black,ext_f73838ae0c49,BVB IA LV 2015 Black,external
UAC 15B Academy,ext_f1ef21fb1715,UAC 15B Academy,external
FRAM B15 Pre Elite Academy,ext_5f3e119039c9,FRAM B15 Pre Elite Academy,external
Players 15 Boys Junior Academy,ext_35fa7dad71f6,Players 15 Boys Junior Academy,external
NM Rapids 2015B Wolfpack,ext_892551f5e3db,NM Rapids 2015B Wolfpack,external
Eagles F.C.,ext_f340d0779b9d,Eagles F.C.,external
15B Blue West #1,ext_83a976d5637b,15B Blue West #1,external
Select 14/15B Red,ext_bfbc225a7eae,Select 14/15B Red,external
P2P Academy 2015,ext_b035bdc4bc38,P2P Academy 2015,external
AZ Arsenal 16 Boys Teal 1,ext_b99b278e5272,AZ Arsenal 16 Boys Teal 1,external
Playmaker Futbol Academy 14B White,ext_a96ca441a663,Playmaker Futbol Academy 14B White,external
PRFC Southeast Valley 15B Copa,ext_92b76dc97cfe,PRFC Southeast Valley 15B Copa,external
Select 14B,ext_6e718a4fa471,Select 14B,external
AZ United Soccer Academy 15B,ext_6f0fc0ec7943,AZ United Soccer Academy 15B,external
AYSO 1079 2015/16 Boys,ext_25d17ee3c6c6,AYSO 1079 2015/16 Boys,external
Phoenix United 17 Elite,ext_48bea5e94052,Phoenix United 17 Elite,external
CCV Stars 13 Boys Orange SUR,ext_50d3a6accd23,CCV Stars 13 Boys Orange SUR,external
Carlsbad B15 Premier - O’Mahoney,ext_7e584d1d74c4,Carlsbad B15 Premier - O’Mahoney,external
Flagstaff Revolution 2015 Boys,ext_3ef159b7f19d,Flagstaff Revolution 2015 Boys,external
Coppermine SC 2015 Boys Pre-Academy I,ext_d13a9016a3bb,Coppermine SC 2015 Boys Pre-Academy I,external
U-10 (2015) Boys Pre Academy,ext_536c33ad595f,U-10 (2015) Boys Pre Academy,external
CDO 16B Elite,ext_5bd2a60acef4,CDO 16B Elite,external
Atletico Tuzos Mesa 2015,ext_180ebb732f2e,Atletico Tuzos Mesa 2015,external
Legends FC AZ 14B FC,ext_c3caa5adfcfc,Legends FC AZ 14B FC,external
2014 Locomotive Blue,ext_967095c37774,2014 Locomotive Blue,external
Select 15B,ext_f9d7f6c7b56a,Select 15B,external
North Scottsdale 15 Sandsharks Select,ext_7eb1eae156fd,North Scottsdale 15 Sandsharks Select,external
VSC 2014 Boys Green,ext_caf8506ca491,VSC 2014 Boys Green,external
PRFC Southeast Valley 14B Pre-Academy,ext_fe4960cb7e30,PRFC Southeast Valley 14B Pre-Academy,external
Verde Valley United FC,ext_3fead46957b9,Verde Valley United FC,external
14B Flores,ext_ece12468c03c,14B Flores,external
Real 2015 Boys National,ext_c56f1dbea7f8,Real 2015 Boys National,external
B14 HR,ext_ed70c31b3279,B14 HR,external
Synergy FC 14 B,ext_b2ea6cfd3f01,Synergy FC 14 B,external
PSG 14B Blue,ext_de7679d770e9,PSG 14B Blue,external
AZSC 13B Sobek,ext_a77573f929f4,AZSC 13B Sobek,external
Freedom Roadrunners,ext_2c6196e07033,Freedom Roadrunners,external
Next Level Soccer Southeast 2015 Boys Green,ext_38157d74ce56,Next Level Soccer Southeast 2015 Boys Green,external
CDO 16B Premier,ext_513e61c0d2c8,CDO 16B Premier,external
East Valley NSFC 15 Boys Klein,ext_2c32691e6637,East Valley NSFC 15 Boys Klein,external
XF B15 RCL1,ext_dc87bd2c1689,XF B15 RCL1,external
14B Al,ext_9455f4784b9e,14B Al,external
BVBIA 14B North America,ext_2f5769893847,BVBIA 14B North America,external
State 48 FC 14 White,ext_2911d67b1ef4,State 48 FC 14 White,external
AZ Arsenal 15 Boys Teal 2 CC,ext_25115b1dd530,AZ Arsenal 15 Boys Teal 2 CC,external
PRFC North Valley 15B Copa,ext_d0a3904d6edb,PRFC North Valley 15B Copa,external
ESC - Boys Chandler 15/16,ext_f750d9004696,ESC - Boys Chandler 15/16,external
Scottsdale 15 Sandsharks Black,ext_ba6c39ff985e,Scottsdale 15 Sandsharks Black,external
Schneider Futsal Academy 2015,ext_e32292fe4a3c,Schneider Futsal Academy 2015,external
B2015 Red,ext_3580d4eb0a11,B2015 Red,external
AZSC 14B Azanger,ext_a1e6525ae569,AZSC 14B Azanger,external
2014/15 Locomotive Blue-LC,ext_50891b52bab3,2014/15 Locomotive Blue-LC,external
CAC 15/16B (Conroy),ext_37e0577fb6dc,CAC 15/16B (Conroy),external
Phoenix Premier FC 14B Black,ext_b7da3345185a,Phoenix Premier FC 14B Black,external
15B Becerra,ext_b17664e47d5f,15B Becerra,external
CDO 15B Alliance,ext_6bce987156d8,CDO 15B Alliance,external
Madison FC 2015 Boys Blue,ext_494728294c3a,Madison FC 2015 Boys Blue,external
Next Level Soccer Northwest 2015 Girls,ext_ef41b070b88e,Next Level Soccer Northwest 2015 Girls,external
14B E64 #1,ext_7327876ca6d6,14B E64 #1,external
Central Coast FC 15 Black,ext_e907650eac7c,Central Coast FC 15 Black,external
Prime FC 2015 Boys,ext_78c988d449b8,Prime FC 2015 Boys,external
AZ Arsenal 14 Boys Teal MC,ext_f9890f653a9b,AZ Arsenal 14 Boys Teal MC,external
Douglas Cobras,ext_67ff0cb84369,Douglas Cobras,external
Players 15 Boys Junior Elite,ext_38eedb5cf73f,Players 15 Boys Junior Elite,external
LV Heat Surf 15B Select Blue Henderson,ext_c9e655806386,LV Heat Surf 15B Select Blue Henderson,external
LUFC B2015 Blue EA,ext_ce32143447ff,LUFC B2015 Blue EA,external
FSC United 15 Boys,ext_cb809072b416,FSC United 15 Boys,external
Eastside FC B14 White,ext_d3f7d238c255,Eastside FC B14 White,external
East Valley NSFC 14 Boys Aguirre,ext_e9e8a4d7ff7b,East Valley NSFC 14 Boys Aguirre,external
2015B Locomotive EPPL J. Romero-LC,ext_3f62a513b2ab,2015B Locomotive EPPL J. Romero-LC,external
AZ Arsenal 14 Boys Verde Valley,ext_91076761ff1b,AZ Arsenal 14 Boys Verde Valley,external
14 Pre-MLSN #2,ext_aee0e681b5e3,14 Pre-MLSN #2,external
Cobre Mountain Roadrunners 5,ext_79e9a21d5db6,Cobre Mountain Roadrunners 5,external
Milan,ext_50a3eb139b08,Milan,external
U-10 (2015) Girls Pre Academy,ext_1f5b6798b929,U-10 (2015) Girls Pre Academy,external
AZSC 14B Perez,ext_774ec6b02ba7,AZSC 14B Perez,external
PRFC North Valley 14B Predator,ext_20f7ac34c1b0,PRFC North Valley 14B Predator,external
14B Hinds,ext_d3dd4bb1df0c,14B Hinds,external
AZSC 2014B Azanger- Indoor Only,ext_8903f784a316,AZSC 2014B Azanger- Indoor Only,external
Eastside FC - B15 Blue,ext_d5b7b8f0f890,Eastside FC - B15 Blue,external
14 Boys Soul Warriors,ext_4d01296434fe,14 Boys Soul Warriors,external
EV-NSFC 15 Boys Perez(1),ext_8d560dfeb37c,EV-NSFC 15 Boys Perez(1),external
16B KChacon,ext_3508ca605b2c,16B KChacon,external
14B Hermanson 2,ext_f1e9df40848c,14B Hermanson 2,external
BVB IA LV 2014 Yellow,ext_866f19a85dab,BVB IA LV 2014 Yellow,external
ALBION SC Las Vegas B15 Academy I,ext_efdbe9580fed,ALBION SC Las Vegas B15 Academy I,external
16B Wagner,ext_3a5283fcada7,16B Wagner,external
Cobras 2015-,ext_a8c4e9925b70,Cobras 2015-,external
14B GSA,ext_4d69cd4aebad,14B GSA,external
BVB 14B Puma (F: AYSES 14B Black),ext_a00e4c013e9b,BVB 14B Puma (F: AYSES 14B Black),external
BRUSA FC 2015/16,ext_c17f96f9ac61,BRUSA FC 2015/16,external
AZEV B2014 (NAVY),ext_9bb45a968e31,AZEV B2014 (NAVY),external
Eliminators 2015 Yellow,ext_af6d1edbea75,Eliminators 2015 Yellow,external
Worldwide Soccer Club B2015A,ext_8b468ccb6e10,Worldwide Soccer Club B2015A,external
PRFC Southeast Valley 15B Samba,ext_4f96a7cad9dd,PRFC Southeast Valley 15B Samba,external
Salsa 2015,ext_a9db2e646459,Salsa 2015,external
FC Arizona 14B Black GFC Suenaga U12,ext_124a42471dfd,FC Arizona 14B Black GFC Suenaga U12,external
15B Gold,ext_a84c8ba0a688,15B Gold,external
Phoenix Valley Soccer Club boys 2014,ext_5d1bfa7c759f,Phoenix Valley Soccer Club boys 2014,external
El Paso Football Club U10 BLUE,ext_67f0401081b5,El Paso Football Club U10 BLUE,external
RSLAZ Southern Rayados Az 2015 White,ext_f2397f53a556,RSLAZ Southern Rayados Az 2015 White,external
AZ Arsenal Pre-ECNL B14,ext_a9aa71c9d486,AZ Arsenal Pre-ECNL B14,external
Madison FC 14 Blue Boys,ext_0f6790198697,Madison FC 14 Blue Boys,external
PSG Brasil  2015 (Brazil),ext_220497b11686,PSG Brasil  2015 (Brazil),external
South 14B Burgundy,ext_e4b206fb65e0,South 14B Burgundy,external
FC Deportivo AZ 2014B (Gallegos),ext_b5cc4dbea554,FC Deportivo AZ 2014B (Gallegos),external
NOS Santos 15 Boys White,ext_821081c9b827,NOS Santos 15 Boys White,external
2014 Tuzos Academy FV,ext_185c4b018a32,2014 Tuzos Academy FV,external
Sting Attack B15 A Sarmiento Elite,ext_40f442774ff8,Sting Attack B15 A Sarmiento Elite,external
15B Blue Arviso #2,ext_931b5d0853ac,15B Blue Arviso #2,external
SASC 2015B Cardinals Jimenez,ext_ef5255891c5e,SASC 2015B Cardinals Jimenez,external
CDO 14B Premier,ext_fba28be81b6b,CDO 14B Premier,external
Synergy FC 15/16B,ext_681bad86e0e3,Synergy FC 15/16B,external
15B Blue Bennett,ext_fed939540941,15B Blue Bennett,external
2016 Boys (Pena),ext_e0aeab9751f1,2016 Boys (Pena),external
Rayados LV Academy 2015 Blue,ext_1ef3d39b412b,Rayados LV Academy 2015 Blue,external
Ocelot Academy B2015 II,ext_8521e68fa09a,Ocelot Academy B2015 II,external
FC Deportivo AZ 2015B (Gallegos),ext_b4691b2ab3af,FC Deportivo AZ 2015B (Gallegos),external
Pre-ECNL RL B15,ext_c1a906ee2223,Pre-ECNL RL B15,external
Playmaker Futbol Academy 14B Black,ext_c4d196614f00,Playmaker Futbol Academy 14B Black,external
Henderson LVSA '15B Black,ext_64aad14b837a,Henderson LVSA '15B Black,external
15B Tesensky,ext_7a84df72a89e,15B Tesensky,external
14B Engilman,ext_4977984543bf,14B Engilman,external
Sun Warriors 15/16 Boys,ext_8cf95e7d7893,Sun Warriors 15/16 Boys,external
CCV STARS 15 Boys Orange EAV,ext_67bc08688838,CCV STARS 15 Boys Orange EAV,external
PRFC North Valley14B Predator,ext_463d1a022d0a,PRFC North Valley14B Predator,external
Valencia 2015 Black,ext_167ecbe2e668,Valencia 2015 Black,external
White 2015,ext_ad1930d58c69,White 2015,external
FC Sonora 14' B Dynamo,ext_8c19cc7f9216,FC Sonora 14' B Dynamo,external
329 Rangers 14B,ext_ac94ee27b779,329 Rangers 14B,external
Hawaii Rush 15B,ext_b7c3cf482f50,Hawaii Rush 15B,external
ALBION SC Las Vegas B14 Academy IV,ext_f2c956113b4b,ALBION SC Las Vegas B14 Academy IV,external
Madison FC 2015 Boys Gold,ext_45660c3242a1,Madison FC 2015 Boys Gold,external
Sun Warriors 15/16 Boys Sixtos,ext_d51bcca5064b,Sun Warriors 15/16 Boys Sixtos,external
PSG 15B Red,ext_7d7e8d2ba990,PSG 15B Red,external
Rayitos 14B2,ext_63e3532b0824,Rayitos 14B2,external
Wolves 15B,ext_02a4314e589c,Wolves 15B,external
RSLAZ Southern 15B Rayados Red,ext_30d9af783360,RSLAZ Southern 15B Rayados Red,external
15B Garza/Bernal-1,ext_fb26491260a8,15B Garza/Bernal-1,external
Phoenix United 2014B West,ext_4b4836c2a09a,Phoenix United 2014B West,external
BRAZAS FC 2015 Boys White,ext_15fa13f4e2a7,BRAZAS FC 2015 Boys White,external
Legends FC AZ 14B Black,ext_95b5c00ec9cd,Legends FC AZ 14B Black,external
Vanguardia Cougars Hermosillo 2015,ext_a9fa3e4b5595,Vanguardia Cougars Hermosillo 2015,external
2015 Boys Yellow,ext_b5cf2862aad6,2015 Boys Yellow,external
Northern 14 B Red,ext_a2c08b523280,Northern 14 B Red,external
14 Boys Navy,ext_7c7ad4180e99,14 Boys Navy,external
State 48 FC 15 Black,ext_a759366da430,State 48 FC 15 Black,external
CDO 13B Elite,ext_29a14ea00ce7,CDO 13B Elite,external
Utah United Academy 2015,ext_27d6cb1b9914,Utah United Academy 2015,external
CCV STARS 14 Boys Navy LAV,ext_aaaaf70b8ac8,CCV STARS 14 Boys Navy LAV,external
Phoenix Premier FC 15B SW,ext_2838409a7aef,Phoenix Premier FC 15B SW,external
Atletico Tuzos Mesa 2014,ext_69835590fc0c,Atletico Tuzos Mesa 2014,external
Next Level Soccer Northwest 2015 Boys Red,ext_7c3943caa040,Next Level Soccer Northwest 2015 Boys Red,external
AYSO 216 10UB PSP Gila Valley Ninjas,ext_6ca136c373f8,AYSO 216 10UB PSP Gila Valley Ninjas,external
PRFC Scottsdale 14B Pre-Academy,ext_f6156351ddbb,PRFC Scottsdale 14B Pre-Academy,external
Playmaker Futbol Academy 15B Black,ext_e81610d53b93,Playmaker Futbol Academy 15B Black,external
15B Blue East #1,ext_3dfbb56db47c,15B Blue East #1,external
RSLAZ Southern 15B Rayados Blue,ext_0a5b12f0246d,RSLAZ Southern 15B Rayados Blue,external
Tuzos Academy GTA 2016,ext_ff47e7f20137,Tuzos Academy GTA 2016,external
15B Sanchez,ext_dbac0c392494,15B Sanchez,external
B15 Black,ext_e8d1c88ad930,B15 Black,external
Real Arizona 2014,ext_2d9503d95061,Real Arizona 2014,external
PRFC Scottsdale 15B Samba,ext_4f6409fb3af7,PRFC Scottsdale 15B Samba,external
Corona B15 Aguirre,ext_3404be9ab559,Corona B15 Aguirre,external
AZ Inferno 14 Boys Black,ext_6fe96333df80,AZ Inferno 14 Boys Black,external
14,ext_faef8a471aa7,14,external
FCDA 14B Academy,ext_fd40ec71709c,FCDA 14B Academy,external
Tuzos Royals 2014,ext_69da54551220,Tuzos Royals 2014,external
B15 Academy I,ext_365b5bb72308,B15 Academy I,external
AZ Arsenal 15 Boys Flagstaff,ext_a9e62b25ec91,AZ Arsenal 15 Boys Flagstaff,external
Legends FC AZ 15B Gold,ext_9ae330dc5848,Legends FC AZ 15B Gold,external
ACADEMY B14 - EA2,ext_059745fa58e6,ACADEMY B14 - EA2,external
2015 Club Rayos,ext_a3069cb9ffc0,2015 Club Rayos,external
Kingman SC B15/16-Gonzalez,ext_e1053a18e323,Kingman SC B15/16-Gonzalez,external
Atletico Tuzos Guerrero 2015,ext_c27232c7fd76,Atletico Tuzos Guerrero 2015,external
ROA 2014 Blue,ext_32e9ba6fe01c,ROA 2014 Blue,external
Santos 15B,ext_2444ebc44a31,Santos 15B,external
PRFC North Valley 14B Copa,ext_3abebaf45910,PRFC North Valley 14B Copa,external
CCV STARS 14 Boys Orange PEO,ext_822a6961c77a,CCV STARS 14 Boys Orange PEO,external
15 Pre-MLS Next Tier #2,ext_f8ffaec3b986,15 Pre-MLS Next Tier #2,external
AZ Arsenal 15 Boys AYDP,ext_cbbb7fa3cad4,AZ Arsenal 15 Boys AYDP,external
OJB FC 2015 Boys,ext_1eee63ba8ed8,OJB FC 2015 Boys,external
EXCEL24FallU11B1Lee,ext_73eda369ad33,EXCEL24FallU11B1Lee,external
15B FC,ext_061dc0272adf,15B FC,external
PRFC North Valley 15B PreAcademy,ext_cfcc3a461c77,PRFC North Valley 15B PreAcademy,external
CCV STARS 15 Boys Navy PEO,ext_25a02f0ada92,CCV STARS 15 Boys Navy PEO,external
2014 Boys Yellow,ext_b280e79a3bbb,2014 Boys Yellow,external
PRFC Desert Foothills 14B Predator,ext_2b4a9763bed8,PRFC Desert Foothills 14B Predator,external
2015B,ext_7abbfff7fb35,2015B,external
15B Summers,ext_bce722d1608b,15B Summers,external
14B Bratcher,ext_b4de814944e1,14B Bratcher,external
FC Elite Arizona 2014/15 Boys,ext_6cc1599d7b4c,FC Elite Arizona 2014/15 Boys,external
PRFC Southeast Valley 14B Predator-Central,ext_c4484b64db13,PRFC Southeast Valley 14B Predator-Central,external
CCV STARS 15 Boys LAV,ext_bfa1f4327a8b,CCV STARS 15 Boys LAV,external
14B Velasco Pre-MLS Next,ext_00521895e721,14B Velasco Pre-MLS Next,external
Outlaws 2014B,ext_0446d30394dc,Outlaws 2014B,external
Next Level Soccer Southeast 2016 Boys Black,ext_3b7baab8cb23,Next Level Soccer Southeast 2016 Boys Black,external
CCV STARS 15 Boys Red PEO,ext_5791cc9f3a96,CCV STARS 15 Boys Red PEO,external
PRFC Desert Foothills 16B Predator,ext_f2c9b032212f,PRFC Desert Foothills 16B Predator,external
AYSO United White 14 B,ext_d662e53eaea8,AYSO United White 14 B,external
Phoenix United FC 2014 Premier,ext_4490fdeb4c51,Phoenix United FC 2014 Premier,external
15B Campos,ext_86515dae1816,15B Campos,external
Excel Soccer Academy 15 Red,ext_139153d48f33,Excel Soccer Academy 15 Red,external
AYSO United Blue 14 B,ext_cd657730ada2,AYSO United Blue 14 B,external
Verde Valley United FC - U10 Boys,ext_3306ffca5779,Verde Valley United FC - U10 Boys,external
WMFC Highlanders 10U Coed (2015-17),ext_28197eb90e17,WMFC Highlanders 10U Coed (2015-17),external
2014B Felix Nogales,ext_fdb24824e976,2014B Felix Nogales,external
FCDA 2015/16B Pre - Academy,ext_abb78241e2d0,FCDA 2015/16B Pre - Academy,external
RSL-AZ Yuma 14 Boys Quinonez,ext_10e0994c88fb,RSL-AZ Yuma 14 Boys Quinonez,external
Arizona Brown's A,ext_5376209ab24f,Arizona Brown's A,external
B15 Elite,ext_8c54abcf961e,B15 Elite,external
State 48 FC 16 Black,ext_2da5201ba9aa,State 48 FC 16 Black,external
Las Vegas Sports Academy U11 Boys Black 2014,ext_0a7d01481496,Las Vegas Sports Academy U11 Boys Black 2014,external
TFA-SELA B2015 Red,ext_d89ee15ba11c,TFA-SELA B2015 Red,external
INVICTUS 2015,ext_08c8ead9b0b1,INVICTUS 2015,external
B15 Green,ext_15b00cb6e01b,B15 Green,external
AZ Arsenal 14 Boys Teal CJB,ext_a1d258fa7b34,AZ Arsenal 14 Boys Teal CJB,external
Idaho Rush 14 Blue,ext_843f85bb4475,Idaho Rush 14 Blue,external
RSLAZ Southern Rayados Az 2015 Blue,ext_c489b88dd25f,RSLAZ Southern Rayados Az 2015 Blue,external
NMSA 2015 Boys,ext_9b42a558568b,NMSA 2015 Boys,external
15B Hermanson,ext_04c66c22e891,15B Hermanson,external
Next Level Soccer Southeast 2015 Boys Black,ext_11edc1ff9c26,Next Level Soccer Southeast 2015 Boys Black,external
RSL-AZ Yuma 15 Boys Guzman,ext_fc4f302e1c87,RSL-AZ Yuma 15 Boys Guzman,external
CCV STARS 14 Boys White PEO,ext_11dd12250676,CCV STARS 14 Boys White PEO,external
